Comarca,Código Comarca,Concello,Código Concello,Parroquia,Código Parroquia
Allariz-Maceda,32,Xunqueira de Ambía,32036,Armariz (San Salvador),3203602
Allariz-Maceda,32,Xunqueira de Ambía,32036,Bobadela a Pinta (Santa Mariña),3203603
Allariz-Maceda,32,Xunqueira de Ambía,32036,A Graña (Santiago),3203604
Allariz-Maceda,32,Xunqueira de Ambía,32036,Xunqueira de Ambía (Santa María a Real),3203605
Allariz-Maceda,32,Xunqueira de Ambía,32036,Sobradelo (San Román),3203606
Allariz-Maceda,32,Xunqueira de Espadanedo,32037,Niñodaguia (Santa María),3203701
Allariz-Maceda,32,Xunqueira de Espadanedo,32037,Os Pensos (San Pedro),3203702
Allariz-Maceda,32,Xunqueira de Espadanedo,32037,Ramil (San Miguel),3203703
Allariz-Maceda,32,Xunqueira de Espadanedo,32037,Xunqueira de Espadanedo (Santa María),3203704
Santiago,15,Ames,15002,Agrón (San Lourenzo),1500201
Santiago,15,Ames,15002,Ameixenda (Santa María),1500202
Santiago,15,Ames,15002,Ames (San Tomé),1500203
Santiago,15,Ames,15002,Biduído (Santa María),1500204
Santiago,15,Ames,15002,Bugallido (San Pedro),1500205
Santiago,15,Ames,15002,Covas (Santo Estevo),1500206
Santiago,15,Ames,15002,Lens (San Paio),1500207
Santiago,15,Ames,15002,Ortoño (San Xoán),1500208
Santiago,15,Ames,15002,Piñeiro (San Mamede),1500209
Santiago,15,Ames,15002,Tapia (San Cristovo),1500210
Santiago,15,Ames,15002,Trasmonte (Santa María),1500211
Santiago,15,Boqueixón,15012,Boqueixón (San Vicente),1501201
Santiago,15,Boqueixón,15012,Codeso (Santaia),1501202
Santiago,15,Boqueixón,15012,Donas (San Pedro),1501203
Santiago,15,Boqueixón,15012,Gastrar (Santa Mariña),1501204
Santiago,15,Boqueixón,15012,A Granxa (San Lourenzo),1501205
Santiago,15,Boqueixón,15012,Lamas (Santa María),1501206
Santiago,15,Boqueixón,15012,Ledesma (San Salvador),1501207
Santiago,15,Boqueixón,15012,Lestedo (Santa María),1501208
Santiago,15,Boqueixón,15012,Loureda (San Pedro),1501209
Santiago,15,Boqueixón,15012,Oural (Santa María),1501210
Santiago,15,Boqueixón,15012,Pousada (San Lourenzo),1501211
Santiago,15,Boqueixón,15012,Sergude (San Breixo),1501212
Santiago,15,Boqueixón,15012,Sucira (Santa Mariña),1501213
Santiago,15,Boqueixón,15012,Vigo (Santa Baia),1501214
Santiago,15,Brión,15013,Os Ánxeles (Santa María),1501301
Santiago,15,Brión,15013,Bastavales (San Xulián),1501302
Santiago,15,Brión,15013,San Salvador de Bastavales (San Salvador),1501303
Santiago,15,Brión,15013,Boullón (San Miguel),1501304
Santiago,15,Brión,15013,Brión (San Fins),1501305
Santiago,15,Brión,15013,Cornanda (Santa María),1501306
Santiago,15,Brión,15013,Luaña (San Xulián),1501307
Santiago,15,Brión,15013,Ons (Santa María),1501308
Santiago,15,Brión,15013,Viceso (Santa María),1501309
Santiago,15,Santiago de Compostela,15078,Santiago de Compostela,1507800
Santiago,15,Santiago de Compostela,15078,Aríns (San Martiño),1507801
Santiago,15,Santiago de Compostela,15078,Bando (Santa Eulalia),1507802
Santiago,15,Santiago de Compostela,15078,A Barciela (Santo André),1507803
Santiago,15,Santiago de Compostela,15078,Busto (San Pedro),1507804
Santiago,15,Santiago de Compostela,15078,O Carballal (San Xulián),1507805
Santiago,15,Santiago de Compostela,15078,O Castiñeiriño (Nosa Señora de Fátima),1507806
Santiago,15,Santiago de Compostela,15078,Cesar (Santa María),1507807
Santiago,15,Santiago de Compostela,15078,Conxo (Santa María),1507808
Santiago,15,Santiago de Compostela,15078,O Eixo (San Cristovo),1507809
Santiago,15,Santiago de Compostela,15078,A Enfesta (San Cristovo),1507810
Santiago,15,Santiago de Compostela,15078,Fecha (San Xoán),1507811
Santiago,15,Santiago de Compostela,15078,Santa Cristina de Fecha (Santa Cristina),1507812
Santiago,15,Santiago de Compostela,15078,Figueiras (Santa María),1507813
Santiago,15,Santiago de Compostela,15078,Grixoa (Santa María),1507814
Santiago,15,Santiago de Compostela,15078,Laraño (San Martiño),1507815
Santiago,15,Santiago de Compostela,15078,Marantes (San Vicente),1507816
Santiago,15,Santiago de Compostela,15078,Marrozos (Santa María),1507817
Santiago,15,Santiago de Compostela,15078,Nemenzo (Santa Cristina),1507818
Santiago,15,Santiago de Compostela,15078,Sabugueira (San Paio),1507819
Santiago,15,Santiago de Compostela,15078,Vidán (Divino Salvador),1507820
Santiago,15,Santiago de Compostela,15078,San Caetano (Santiago),1507821
Santiago,15,Santiago de Compostela,15078,San Paio (Santiago),1507822
Santiago,15,Santiago de Compostela,15078,San Lázaro (Santiago),1507823
Santiago,15,Santiago de Compostela,15078,Vista Alegre (San Xoán),1507825
Santiago,15,Santiago de Compostela,15078,A Peregrina (Santa María),1507826
Santiago,15,Santiago de Compostela,15078,Verdía (Santa Mariña),1507828
Santiago,15,Santiago de Compostela,15078,Villestro (Santa María),1507829
Santiago,15,Teo,15082,Cacheiras (San Simón de Ons),1508201
Santiago,15,Teo,15082,Calo (San Xoán),1508202
Santiago,15,Teo,15082,Lampai (Santa María),1508203
Santiago,15,Teo,15082,Lucí (Santa Mariña),1508204
Santiago,15,Teo,15082,Luou (Santa María),1508205
Santiago,15,Teo,15082,Oza (Santa Baia),1508206
Santiago,15,Teo,15082,Rarís (San Miguel),1508207
Santiago,15,Teo,15082,Recesende (San Xoán),1508208
Santiago,15,Teo,15082,Reis (San Cristovo),1508209
Santiago,15,Teo,15082,Teo (Santa María),1508210
Santiago,15,Teo,15082,Baamonde (Santa María),1508211
Santiago,15,Teo,15082,Vilariño (San Tomé),1508212
Santiago,15,Teo,15082,Os Tilos (San Francisco de Asís),1508213
Santiago,15,Val do Dubra,15088,Arabexo (Santa María),1508801
Santiago,15,Val do Dubra,15088,Bembibre (San Salvador),1508802
Santiago,15,Val do Dubra,15088,Buxán (Santiago),1508803
Santiago,15,Val do Dubra,15088,Coucieiro (San Martiño),1508804
Santiago,15,Val do Dubra,15088,Erviñou (San Cristovo),1508805
Santiago,15,Val do Dubra,15088,Niveiro (San Vicente),1508806
Santiago,15,Val do Dubra,15088,Paramos (Santa María),1508807
Santiago,15,Val do Dubra,15088,Portomeiro (San Cosme),1508808
Santiago,15,Val do Dubra,15088,Portomouro (San Cristovo),1508809
Santiago,15,Val do Dubra,15088,Rial (San Vicente),1508810
Santiago,15,Val do Dubra,15088,San Román (Santa Mariña),1508811
Santiago,15,Val do Dubra,15088,Vilariño (San Pedro),1508812
Santiago,15,Vedra,15089,Illobre (Santo André),1508901
Santiago,15,Vedra,15089,Merín (San Cristovo),1508902
Santiago,15,Vedra,15089,A Ponte Ulla (Santa María Madanela),1508903
Santiago,15,Vedra,15089,San Mamede de Ribadulla (San Mamede),1508904
Santiago,15,Vedra,15089,Santa Cruz de Ribadulla (Santa Cruz),1508905
Santiago,15,Vedra,15089,San Fins de Sales (San Fins),1508906
Santiago,15,Vedra,15089,San Xián de Sales (San Xián),1508907
Santiago,15,Vedra,15089,San Miguel de Sarandón (San Miguel),1508908
Santiago,15,Vedra,15089,San Pedro de Sarandón (San Pedro),1508909
Santiago,15,Vedra,15089,Trobe (Santo André),1508910
Santiago,15,Vedra,15089,Vedra (Santa Eulalia),1508911
Santiago,15,Vedra,15089,San Pedro de Vilanova (San Pedro),1508912
A Ulloa,27,Antas de Ulla,27003,Agüela (San Mamede),2700301
A Ulloa,27,Antas de Ulla,27003,Alvidrón (Santa María),2700302
A Ulloa,27,Antas de Ulla,27003,San Fiz de Amarante (San Fiz),2700303
A Ulloa,27,Antas de Ulla,27003,San Martiño de Amarante (San Martiño),2700304
A Ulloa,27,Antas de Ulla,27003,Amoexa (Santiago),2700305
A Ulloa,27,Antas de Ulla,27003,Antas de Ulla (San Xoán),2700306
A Ulloa,27,Antas de Ulla,27003,Árbol (Santalla),2700307
A Ulloa,27,Antas de Ulla,27003,Arcos (Santa María),2700308
A Ulloa,27,Antas de Ulla,27003,Areas (Santa Cristina),2700309
A Ulloa,27,Antas de Ulla,27003,Barreiro (San Cibrao),2700310
A Ulloa,27,Antas de Ulla,27003,Casa de Naia (Santa María),2700311
A Ulloa,27,Antas de Ulla,27003,Santa Mariña do Castro de Amarante (Santa Mariña),2700312
A Ulloa,27,Antas de Ulla,27003,Santo Estevo do Castro de Amarante (Santo Estevo),2700313
A Ulloa,27,Antas de Ulla,27003,A Cervela (San Miguel),2700314
A Ulloa,27,Antas de Ulla,27003,Cibreiro (San Miguel),2700315
A Ulloa,27,Antas de Ulla,27003,Cutián (San Xoán),2700316
A Ulloa,27,Antas de Ulla,27003,Dorra (Santiago),2700317
A Ulloa,27,Antas de Ulla,27003,Facha (San Xiao),2700318
A Ulloa,27,Antas de Ulla,27003,Olveda (Santa María),2700319
A Ulloa,27,Antas de Ulla,27003,Peibás (San Lourenzo),2700320
A Ulloa,27,Antas de Ulla,27003,Queixeiro (San Pedro),2700321
A Ulloa,27,Antas de Ulla,27003,Reboredo (Santiago),2700322
A Ulloa,27,Antas de Ulla,27003,O Rial (Santo André),2700323
A Ulloa,27,Antas de Ulla,27003,Santiso (Santalla),2700324
A Ulloa,27,Antas de Ulla,27003,Senande (San Miguel),2700325
A Ulloa,27,Antas de Ulla,27003,Terra Chá (San Xurxo),2700326
A Ulloa,27,Antas de Ulla,27003,Vilanuñe (San Salvador),2700327
A Ulloa,27,Antas de Ulla,27003,Vilapoupre (San Martiño),2700328
A Ulloa,27,Monterroso,27032,Arada (Santa María),2703201
A Ulloa,27,Monterroso,27032,Bidouredo (Santiago),2703202
A Ulloa,27,Monterroso,27032,Cumbraos (San Martiño),2703203
A Ulloa,27,Monterroso,27032,Fente (San Martiño),2703204
A Ulloa,27,Monterroso,27032,Os Ferreiros (San Cibrao),2703205
A Ulloa,27,Monterroso,27032,Frameán (San Pedro),2703206
A Ulloa,27,Monterroso,27032,Fufín (San Martiño),2703207
A Ulloa,27,Monterroso,27032,Lavandelo (Santiago),2703209
A Ulloa,27,Monterroso,27032,Leborei (Santa María),2703210
A Ulloa,27,Monterroso,27032,Ligonde (Santiago),2703211
A Ulloa,27,Monterroso,27032,Lodoso (San Xoán),2703212
A Ulloa,27,Monterroso,27032,Marzán (Santa María),2703213
A Ulloa,27,Monterroso,27032,Milleirós (San Pedro),2703214
A Ulloa,27,Monterroso,27032,Esporiz (San Miguel),2703215
A Ulloa,27,Monterroso,27032,Novelúa (San Cristovo),2703216
A Ulloa,27,Monterroso,27032,Pedraza (Santa María),2703218
A Ulloa,27,Monterroso,27032,Penas (San Miguel),2703219
A Ulloa,27,Monterroso,27032,Pol (San Cibrao),2703220
A Ulloa,27,Monterroso,27032,Salgueiros (Santa María),2703221
A Ulloa,27,Monterroso,27032,San Breixo (San Salvador),2703222
A Ulloa,27,Monterroso,27032,O Bispo (San Bieito),2703223
A Ulloa,27,Monterroso,27032,Satrexas (Santa Eufemia),2703224
A Ulloa,27,Monterroso,27032,Sirgal (Santo André),2703225
A Ulloa,27,Monterroso,27032,Sucastro (Santa Mariña),2703226
A Ulloa,27,Monterroso,27032,Tarrío (Santa María),2703227
A Ulloa,27,Monterroso,27032,Valboa (San Salvador),2703228
A Ulloa,27,Monterroso,27032,Vilanova (San Pedro),2703229
A Ulloa,27,Monterroso,27032,Viloíde (San Cristovo),2703230
A Ulloa,27,Palas de Rei,27040,Aguas Santas (San Xurxo),2704001
A Ulloa,27,Palas de Rei,27040,Albá (Santiago),2704002
A Ulloa,27,Palas de Rei,27040,Ambreixo (San Vicenzo),2704003
A Ulloa,27,Palas de Rei,27040,Berbetouros (San Miguel),2704004
A Ulloa,27,Palas de Rei,27040,San Xiao do Camiño (San Xiao),2704006
A Ulloa,27,Palas de Rei,27040,San Mamede do Carballal (San Mamede),2704007
A Ulloa,27,Palas de Rei,27040,O Carballal (San Sebastián),2704008
A Ulloa,27,Palas de Rei,27040,Carteire (Santa María),2704009
A Ulloa,27,Palas de Rei,27040,Coence (San Mamede),2704010
A Ulloa,27,Palas de Rei,27040,San Miguel de Coence (San Miguel),2704011
A Ulloa,27,Palas de Rei,27040,Cuíña (Santa María),2704013
A Ulloa,27,Palas de Rei,27040,Curbián (San Martiño),2704014
A Ulloa,27,Palas de Rei,27040,Felpós (San Tomé),2704015
A Ulloa,27,Palas de Rei,27040,Ferreira de Negral(San Martiño),2704016
A Ulloa,27,Palas de Rei,27040,Lestedo (Santiago),2704020
A Ulloa,27,Palas de Rei,27040,Maceda (San Miguel),2704021
A Ulloa,27,Palas de Rei,27040,Marzá (Santa María),2704022
A Ulloa,27,Palas de Rei,27040,O Mato (San Xoán),2704023
A Ulloa,27,Palas de Rei,27040,Meixide (San Pedro),2704024
A Ulloa,27,Palas de Rei,27040,Merlán (San Salvador),2704025
A Ulloa,27,Palas de Rei,27040,Moredo (San Fiz),2704026
A Ulloa,27,Palas de Rei,27040,Mosteiro de Devesa (Santiago),2704027
A Ulloa,27,Palas de Rei,27040,Orosa (Santo André),2704028
A Ulloa,27,Palas de Rei,27040,Pidre (Santa María),2704031
A Ulloa,27,Palas de Rei,27040,A Puxeda (Santa María),2704032
A Ulloa,27,Palas de Rei,27040,Quindimil (San Miguel),2704033
A Ulloa,27,Palas de Rei,27040,Remonde (San Miguel),2704035
A Ulloa,27,Palas de Rei,27040,San Cibrao da Repostería (San Cibrao),2704036
A Ulloa,27,Palas de Rei,27040,San Xusto da Repostería (San Xusto),2704037
A Ulloa,27,Palas de Rei,27040,San Breixo (Santa María),2704040
A Ulloa,27,Palas de Rei,27040,Ulloa (San Vicente),2704041
A Ulloa,27,Palas de Rei,27040,Vilareda (San Pedro),2704043
A Ulloa,27,Palas de Rei,27040,Ribeira (San Salvador),2704038
A Ulloa,27,Palas de Rei,27040,Cabana (Santiago),2704005
A Ulloa,27,Palas de Rei,27040,Filgueira (San Tomé),2704017
A Ulloa,27,Palas de Rei,27040,Fontecuberta (Santa Mariña),2704018
A Ulloa,27,Palas de Rei,27040,Palas de Rei (San Tirso),2704029
A Ulloa,27,Palas de Rei,27040,Salaia (San Pedro),2704039
A Ulloa,27,Palas de Rei,27040,Covelo (San Xoán),2704012
A Ulloa,27,Palas de Rei,27040,Laia (San Xoán),2704019
A Ulloa,27,Palas de Rei,27040,Vilar de Donas (San Salvador),2704042
A Ulloa,27,Palas de Rei,27040,Ramil (San Martiño),2704034
A Ulloa,27,Palas de Rei,27040,Pambre (San Pedro),2704030
Betanzos,15,Aranga,15003,Aranga (San Paio),1500301
Betanzos,15,Aranga,15003,Cambás (San Pedro),1500302
Betanzos,15,Aranga,15003,Feás (San Pedro),1500303
Betanzos,15,Aranga,15003,San Vicente de Fervenzas (San Vicente),1500304
Betanzos,15,Aranga,15003,Muniferral (San Cristovo),1500305
Betanzos,15,Aranga,15003,Vilarraso (San Lourenzo),1500306
Betanzos,15,Betanzos,15009,Betanzos,1500900
Betanzos,15,Betanzos,15009,Brabío (San Martiño),1500901
Betanzos,15,Betanzos,15009,Piadela (Santo Estevo),1500902
Betanzos,15,Betanzos,15009,Pontellas (Santa María),1500903
Betanzos,15,Betanzos,15009,Requián (Santiago),1500904
Betanzos,15,Betanzos,15009,Tiobre (San Martiño),1500905
Betanzos,15,Betanzos,15009,San Pedro das Viñas (San Pedro),1500906
Betanzos,15,Coirós,15027,Armeá (San Vicente),1502701
Betanzos,15,Coirós,15027,Coirós (San Xulián),1502702
Betanzos,15,Coirós,15027,Colantres (San Salvador),1502703
Betanzos,15,Coirós,15027,Santa Mariña de Lesa (Santa Mariña),1502704
Betanzos,15,Coirós,15027,Santa María de Ois (Santa María),1502705
Betanzos,15,Coirós,15027,Santiago de Ois (Santiago),1502706
Betanzos,15,Curtis,15032,Curtis (Santaia),1503201
Betanzos,15,Curtis,15032,Fisteus (Santa María),1503202
Betanzos,15,Curtis,15032,Foxado (Santa María),1503203
Betanzos,15,Curtis,15032,Santa María de Lurdes (Santa María),1503204
Betanzos,15,Irixoa,15039,Ambroa (San Tirso),1503901
Betanzos,15,Irixoa,15039,Coruxou (San Salvador),1503902
Betanzos,15,Irixoa,15039,Churío (San Martiño),1503903
Betanzos,15,Irixoa,15039,Irixoa (San Lourenzo),1503904
Betanzos,15,Irixoa,15039,Mántaras (Santa María),1503905
Betanzos,15,Irixoa,15039,Verís (Santa María),1503906
Betanzos,15,Irixoa,15039,Viña (Santaia),1503907
Betanzos,15,Miño,15048,Bemantes (San Tomé),1504801
Betanzos,15,Miño,15048,Callobre (San Xoán),1504802
Betanzos,15,Miño,15048,Carantoña (San Xulián),1504803
Betanzos,15,Miño,15048,Castro (Santa María),1504804
Betanzos,15,Miño,15048,Leiro (San Salvador),1504805
Betanzos,15,Miño,15048,Miño (Santa María),1504806
Betanzos,15,Miño,15048,Perbes (San Pedro),1504807
Betanzos,15,Miño,15048,Vilanova (San Xoán),1504808
Betanzos,15,Oza-Cesuras,15902,Bandoxa (San Martiño),1590201
Betanzos,15,Oza-Cesuras,15902,Borrifáns (San Pedro),1590202
Betanzos,15,Oza-Cesuras,15902,Bragade (San Mamede),1590203
Betanzos,15,Oza-Cesuras,15902,Carres (San Vicenzo),1590204
Betanzos,15,Oza-Cesuras,15902,Cis (San Nicolao),1590205
Betanzos,15,Oza-Cesuras,15902,Cuíña (Santa María),1590206
Betanzos,15,Oza-Cesuras,15902,Cutián (Santa María),1590207
Betanzos,15,Oza-Cesuras,15902,Dordaño (Santa María),1590208
Betanzos,15,Oza-Cesuras,15902,Figueredo (Santa María),1590209
Betanzos,15,Oza-Cesuras,15902,Filgueira de Barranca (San Pedro),1590210
Betanzos,15,Oza-Cesuras,15902,Filgueira de Traba (San Miguel),1590211
Betanzos,15,Oza-Cesuras,15902,Loureda (Santo Estevo),1590212
Betanzos,15,Oza-Cesuras,15902,Mandaio (San Xiao),1590213
Betanzos,15,Oza-Cesuras,15902,Mondoi (Santa Cruz),1590214
Betanzos,15,Oza-Cesuras,15902,Oza (San Pedro),1590215
Betanzos,15,Oza-Cesuras,15902,Paderne (Santiago),1590216
Betanzos,15,Oza-Cesuras,15902,Parada (Santo Estevo),1590217
Betanzos,15,Oza-Cesuras,15902,Porzomillos (San Pedro),1590218
Betanzos,15,Oza-Cesuras,15902,Probaos (Santaia),1590219
Betanzos,15,Oza-Cesuras,15902,Reboredo (Santiago),1590220
Betanzos,15,Oza-Cesuras,15902,A Regueira (Santa María),1590221
Betanzos,15,Oza-Cesuras,15902,Rodeiro (Santa María),1590222
Betanzos,15,Oza-Cesuras,15902,Salto (San Tomé),1590223
Betanzos,15,Oza-Cesuras,15902,Trasanquelos (San Salvador),1590224
Betanzos,15,Oza-Cesuras,15902,Vivente (Santo Estevo),1590225
Betanzos,15,Paderne,15064,Adragonte (Santiago),1506401
Betanzos,15,Paderne,15064,Obre (Santo André),1506402
Betanzos,15,Paderne,15064,Paderne (San Xoán),1506403
Betanzos,15,Paderne,15064,Quintas (Santo Estevo),1506404
Betanzos,15,Paderne,15064,Souto (Santa María),1506405
Betanzos,15,Paderne,15064,Velouzás (San Salvador),1506406
Betanzos,15,Paderne,15064,San Xulián de Vigo (San Xulián),1506407
Betanzos,15,Paderne,15064,Vilamourel (San Xoán),1506408
Betanzos,15,Paderne,15064,San Pantaleón das Viñas (San Pantaleón),1506409
Betanzos,15,Vilarmaior,15091,Doroña (Santa María),1509101
Betanzos,15,Vilarmaior,15091,Grandal (San Pedro),1509102
Betanzos,15,Vilarmaior,15091,Torres (San Xorxe),1509104
Betanzos,15,Vilarmaior,15091,Vilamateo (Santiago),1509105
Betanzos,15,Vilarmaior,15091,Vilarmaior (San Pedro),1509106
Betanzos,15,Vilarmaior,15091,Goimil (San Cristovo),1509103
Betanzos,15,Vilasantar,15090,Armental (San Martiño),1509001
Betanzos,15,Vilasantar,15090,Barbeito (San Salvador),1509002
Betanzos,15,Vilasantar,15090,San Vicenzo de Curtis (San Vicenzo),1509003
Betanzos,15,Vilasantar,15090,Mezonzo (Santa María),1509004
Betanzos,15,Vilasantar,15090,Présaras (San Pedro),1509005
Betanzos,15,Vilasantar,15090,Vilariño (Santa María),1509006
Betanzos,15,Vilasantar,15090,Vilasantar (Santiago),1509007
Ferrol,15,Ares,15004,Ares (San Xosé),1500401
Ferrol,15,Ares,15004,Caamouco (San Vicente),1500402
Ferrol,15,Ares,15004,Cervás (San Pedro),1500403
Ferrol,15,As Somozas,15081,As Enchousas (San Pedro),1508101
Ferrol,15,As Somozas,15081,Recemel (Santa María),1508102
Ferrol,15,As Somozas,15081,Seixas (Santa María),1508103
Ferrol,15,As Somozas,15081,As Somozas (Santiago Seré),1508104
Ferrol,15,Cedeira,15022,Cedeira (Santa María do Mar),1502201
Ferrol,15,Cedeira,15022,Cervo (Santalla),1502202
Ferrol,15,Cedeira,15022,Esteiro (San Fiz),1502203
Ferrol,15,Cedeira,15022,San Román de Montoxo (San Román),1502204
Ferrol,15,Cedeira,15022,Montoxo (San Xiao),1502205
Ferrol,15,Cedeira,15022,Piñeiro (San Cosme),1502206
Ferrol,15,Cedeira,15022,Régoa (Santa María),1502207
Ferrol,15,Fene,15035,Barallobre (Santiago),1503501
Ferrol,15,Fene,15035,Fene (San Salvador),1503502
Ferrol,15,Fene,15035,Limodre (Santa Eulalia),1503503
Ferrol,15,Fene,15035,Magalofes (San Xurxo),1503504
Ferrol,15,Fene,15035,Maniños (San Salvador),1503505
Ferrol,15,Fene,15035,Perlío (Santo Estevo),1503506
Ferrol,15,Fene,15035,San Valentín (San Valentín),1503507
Ferrol,15,Fene,15035,Sillobre (Santa Mariña),1503508
Ferrol,15,Ferrol,15036,Ferrol,1503600
Ferrol,15,Ferrol,15036,Brión (Santa María),1503601
Ferrol,15,Ferrol,15036,A Cabana (Santo Antonio),1503602
Ferrol,15,Ferrol,15036,Covas (San Martiño),1503603
Ferrol,15,Ferrol,15036,Doniños (San Román),1503604
Ferrol,15,Ferrol,15036,Esmelle (San Xoán),1503605
Ferrol,15,Ferrol,15036,A Graña (Santa Rosa de Viterbo),1503606
Ferrol,15,Ferrol,15036,Leixa (San Pedro),1503607
Ferrol,15,Ferrol,15036,Mandiá (Santa Uxía),1503608
Ferrol,15,Ferrol,15036,San Xurxo da Mariña (San Xurxo),1503609
Ferrol,15,Ferrol,15036,Marmancón (San Pedro),1503610
Ferrol,15,Ferrol,15036,Serantes (San Salvador),1503611
Ferrol,15,Ferrol,15036,Santa Cecilia de Trasancos (Santa Cecilia),1503612
Ferrol,15,Moeche,15049,Abade (Santiago),1504901
Ferrol,15,Moeche,15049,Labacengos (Santa María),1504902
Ferrol,15,Moeche,15049,San Xurxo de Moeche (San Xurxo),1504903
Ferrol,15,Moeche,15049,San Xoán de Moeche (San Xoán),1504904
Ferrol,15,Moeche,15049,Santa Cruz de Moeche (Santa Cruz),1504905
Ferrol,15,Mugardos,15051,Franza (Santiago),1505101
Ferrol,15,Mugardos,15051,Meá (San Vicente),1505102
Ferrol,15,Mugardos,15051,Mugardos (San Xulián),1505103
Ferrol,15,Mugardos,15051,Piñeiro (San Xoán),1505104
Ferrol,15,Narón,15054,Castro (Santa María),1505401
Ferrol,15,Narón,15054,Doso (San Lourenzo),1505402
Ferrol,15,Narón,15054,Narón,1505400
Ferrol,15,Narón,15054,San Xiao de Narón (San Xiao),1505409
Ferrol,15,Narón,15054,Pedroso (San Salvador),1505410
Ferrol,15,Narón,15054,Sedes (Santo Estevo),1505411
Ferrol,15,Narón,15054,Trasancos (San Mateu),1505412
Ferrol,15,Narón,15054,O Val (Santa María A Maior),1505413
Ferrol,15,Neda,15055,Anca (San Pedro),1505501
Ferrol,15,Neda,15055,Neda (San Nicolás),1505502
Ferrol,15,Neda,15055,Santa María de Neda (Santa María),1505503
Ferrol,15,Neda,15055,Viladonelle (Santo André),1505504
Ferrol,15,San Sadurniño,15076,Bardaos (Santa María),1507601
Ferrol,15,San Sadurniño,15076,Ferreira (San Paio),1507602
Ferrol,15,San Sadurniño,15076,Igrexafeita (Santa María),1507603
Ferrol,15,San Sadurniño,15076,Lamas (San Xiao),1507604
Ferrol,15,San Sadurniño,15076,Santa Mariña do Monte (Santa Mariña),1507605
Ferrol,15,San Sadurniño,15076,Naraío (Santa María),1507606
Ferrol,15,San Sadurniño,15076,San Sadurniño (Santa María),1507607
Ferrol,15,Valdoviño,15087,Lago (Santiago),1508701
Ferrol,15,Valdoviño,15087,Loira (San Pedro),1508702
Ferrol,15,Valdoviño,15087,Meirás (San Vicente),1508704
Ferrol,15,Valdoviño,15087,Pantín (Santiago),1508705
Ferrol,15,Valdoviño,15087,O Sequeiro (Santa María),1508706
Ferrol,15,Valdoviño,15087,Valdoviño (Santalla),1508707
Ferrol,15,Valdoviño,15087,Vilaboa (San Vicente),1508708
Ferrol,15,Valdoviño,15087,Vilarrube (San Martiño),1508709
Arzúa,15,Arzúa,15006,Santa María da Arzúa (Santa María),1500601
Arzúa,15,Arzúa,15006,Arzúa (Santiago),1500602
Arzúa,15,Arzúa,15006,Boente (Santiago),1500603
Arzúa,15,Arzúa,15006,Brandeso (San Lourenzo),1500604
Arzúa,15,Arzúa,15006,Branzá (Santa Locaia),1500605
Arzúa,15,Arzúa,15006,Burres (San Vicenzo),1500606
Arzúa,15,Arzúa,15006,San Martiño de Calvos de Sobrecamiño (San Martiño),1500607
Arzúa,15,Arzúa,15006,Campo (Santo Estevo),1500608
Arzúa,15,Arzúa,15006,A Castañeda (Santa María),1500609
Arzúa,15,Arzúa,15006,Dodro (Santa María),1500610
Arzúa,15,Arzúa,15006,Dombodán (San Cristovo),1500611
Arzúa,15,Arzúa,15006,Figueiroa (San Paio),1500612
Arzúa,15,Arzúa,15006,Lema (San Pedro),1500613
Arzúa,15,Arzúa,15006,Maroxo (Santa María),1500614
Arzúa,15,Arzúa,15006,A Mella (San Pedro),1500615
Arzúa,15,Arzúa,15006,Oíns (San Cosme),1500616
Arzúa,15,Arzúa,15006,Pantiñobre (Santo Estevo),1500617
Arzúa,15,Arzúa,15006,Rendal (Santa María),1500618
Arzúa,15,Arzúa,15006,Tronceda (Santa María),1500619
Arzúa,15,Arzúa,15006,Viladavil (Santa María),1500620
Arzúa,15,Arzúa,15006,Vilantime (San Pedro),1500621
Arzúa,15,Arzúa,15006,Viñós (San Pedro),1500622
Arzúa,15,Boimorto,15010,Andavao (San Martiño),1501001
Arzúa,15,Boimorto,15010,Os Ánxeles (Santa María),1501002
Arzúa,15,Boimorto,15010,Arceo (San Vicenzo),1501003
Arzúa,15,Boimorto,15010,Boimil (San Miguel),1501004
Arzúa,15,Boimorto,15010,Boimorto (Santiago),1501005
Arzúa,15,Boimorto,15010,Brates (San Pedro),1501006
Arzúa,15,Boimorto,15010,Buazo (Santa María),1501007
Arzúa,15,Boimorto,15010,Cardeiro (San Pedro),1501008
Arzúa,15,Boimorto,15010,Rodieiros (San Simón),1501012
Arzúa,15,Boimorto,15010,Sendelle (Santa María),1501013
Arzúa,15,Boimorto,15010,Corneda (San Pedro),1501009
Arzúa,15,Boimorto,15010,Dormeá (San Cristovo),1501010
Arzúa,15,Boimorto,15010,Mercurín (San Xoán),1501011
Arzúa,15,O Pino,15066,Arca (Santaia),1506601
Arzúa,15,O Pino,15066,Budiño (Santa María),1506602
Arzúa,15,O Pino,15066,Castrofeito (Santa María),1506603
Arzúa,15,O Pino,15066,Cebreiro (San Xulián),1506604
Arzúa,15,O Pino,15066,Cerceda (San Miguel),1506605
Arzúa,15,O Pino,15066,San Mamede de Ferreiros (San Mamede),1506606
Arzúa,15,O Pino,15066,Ferreiros (San Breixo),1506607
Arzúa,15,O Pino,15066,Gonzar (Santa María),1506608
Arzúa,15,O Pino,15066,Lardeiros (San Xiao),1506609
