Comarca,Código Comarca,Concello,Código Concello,Parroquia,Código Parroquia
Terra De Lemos,27,Sober,27059,Figueiroá (San Salvador),2705911
Terra De Lemos,27,Sober,27059,Gundivós (Santiago),2705912
Terra De Lemos,27,Sober,27059,Liñarán (San Martiño),2705913
Terra De Lemos,27,Sober,27059,Lobios (San Xillao),2705914
Terra De Lemos,27,Sober,27059,Millán (San Nicolao),2705915
Terra De Lemos,27,Sober,27059,Neiras (San Salvador),2705916
Terra De Lemos,27,Sober,27059,Pinol (San Vicente),2705917
Terra De Lemos,27,Sober,27059,Proendos (Santa María),2705918
Terra De Lemos,27,Sober,27059,Refoxo (Santo Estevo),2705919
Terra De Lemos,27,Sober,27059,Rosende (San Miguel),2705920
Terra De Lemos,27,Sober,27059,Santiorxo (San Xurxo),2705921
Terra De Lemos,27,Sober,27059,Vilaescura (Santa María),2705922
Barbanza,15,A Pobra do Caramiñal,15067,A Pobra do Caramiñal,1506700
Barbanza,15,A Pobra do Caramiñal,15067,O Xobre ou O Maño (Santa María),1506701
Barbanza,15,A Pobra do Caramiñal,15067,Lesón (Santa Cruz),1506702
Barbanza,15,A Pobra do Caramiñal,15067,Posmarcos (Santo Isidro),1506703
Barbanza,15,A Pobra do Caramiñal,15067,O Caramiñal (Santa María a Antiga),1506704
Barbanza,15,Boiro,15011,Abanqueiro (San Cristovo),1501101
Barbanza,15,Boiro,15011,Bealo (San Pedro),1501102
Barbanza,15,Boiro,15011,Boiro (Santa Baia),1501103
Barbanza,15,Boiro,15011,Castro (Santa María),1501104
Barbanza,15,Boiro,15011,Cespón (San Vicenzo),1501105
Barbanza,15,Boiro,15011,Cures (Santo André),1501106
Barbanza,15,Boiro,15011,Lampón (Santiago),1501107
Barbanza,15,Boiro,15011,Macenda (San Xoán),1501108
Barbanza,15,Rianxo,15072,O Araño (Santa Baia),1507201
Barbanza,15,Rianxo,15072,Asados (Santa María),1507202
Barbanza,15,Rianxo,15072,Isorna (Santa María),1507203
Barbanza,15,Rianxo,15072,Leiro (Santa María),1507204
Barbanza,15,Rianxo,15072,Rianxo (Santa Comba),1507205
Barbanza,15,Rianxo,15072,Taragoña (San Salvador),1507206
Barbanza,15,Ribeira,15073,Aguiño (Nosa Señora do Carme),1507301
Barbanza,15,Ribeira,15073,Artes (San Xián),1507302
Barbanza,15,Ribeira,15073,Carreira (San Paio),1507303
Barbanza,15,Ribeira,15073,Castiñeiras (O Bo Pastor),1507304
Barbanza,15,Ribeira,15073,Corrubedo (Santa María),1507305
Barbanza,15,Ribeira,15073,Oleiros (San Martiño),1507306
Barbanza,15,Ribeira,15073,Olveira (Santa María),1507307
Barbanza,15,Ribeira,15073,Palmeira (San Pedro),1507308
Barbanza,15,Ribeira,15073,Ribeira (Santa Uxía),1507309
A Mariña Oriental,27,A Pontenova,27048,Bogo (San Pedro),2704801
A Mariña Oriental,27,A Pontenova,27048,Conforto (Santa María),2704802
A Mariña Oriental,27,A Pontenova,27048,A Pontenova (Sagrado Corazón),2704803
A Mariña Oriental,27,A Pontenova,27048,Santo Estevo de Rececende (Santo Estevo),2704804
A Mariña Oriental,27,A Pontenova,27048,Rececende (San Xoán),2704805
A Mariña Oriental,27,A Pontenova,27048,Vilaboa (San Xulián),2704806
A Mariña Oriental,27,A Pontenova,27048,Vilameá (San Vicente),2704807
A Mariña Oriental,27,A Pontenova,27048,Vilaoudriz (Santiago),2704808
A Mariña Oriental,27,A Pontenova,27048,Vilaouruz (San Martín),2704809
A Mariña Oriental,27,A Pontenova,27048,Vilarmide (O Salvador),2704810
A Mariña Oriental,27,A Pontenova,27048,Xudán (Santa María Madanela),2704811
A Mariña Oriental,27,Barreiros,27005,San Cosme de Barreiros (San Cosme),2700501
A Mariña Oriental,27,Barreiros,27005,San Pedro de Benquerencia (San Pedro),2700502
A Mariña Oriental,27,Barreiros,27005,Cabarcos (San Xulián),2700503
A Mariña Oriental,27,Barreiros,27005,San Xusto de Cabarcos (San Xusto),2700504
A Mariña Oriental,27,Barreiros,27005,Celeiro de Mariñaos (Santa Cristina),2700505
A Mariña Oriental,27,Barreiros,27005,San Miguel de Reinante (San Miguel),2700506
A Mariña Oriental,27,Barreiros,27005,Reinante (Santiago),2700507
A Mariña Oriental,27,Barreiros,27005,Vilamartín Pequeno (San Xoán Degolado),2700508
A Mariña Oriental,27,Ribadeo,27051,Arante (San Pedro),2705101
A Mariña Oriental,27,Ribadeo,27051,Cedofeita (Santa María Madanela),2705102
A Mariña Oriental,27,Ribadeo,27051,Couxela (Santiago),2705103
A Mariña Oriental,27,Ribadeo,27051,Covelas (San Vicente),2705104
A Mariña Oriental,27,Ribadeo,27051,A Devesa (Santalla),2705105
A Mariña Oriental,27,Ribadeo,27051,Ove (San Xoán),2705106
A Mariña Oriental,27,Ribadeo,27051,Piñeira (San Xoán),2705107
A Mariña Oriental,27,Ribadeo,27051,Ribadeo (Santa María),2705108
A Mariña Oriental,27,Ribadeo,27051,Rinlo (San Pedro),2705109
A Mariña Oriental,27,Ribadeo,27051,Vilaframil (San Lourenzo),2705110
A Mariña Oriental,27,Ribadeo,27051,Santalla de Vilausende (Santalla),2705111
A Mariña Oriental,27,Ribadeo,27051,Vilaselán (Santa María),2705112
A Mariña Oriental,27,Trabada,27061,A Valboa (Santa María Madanela),2706101
A Mariña Oriental,27,Trabada,27061,A Fórnea (Santo Estevo),2706102
A Mariña Oriental,27,Trabada,27061,A Ría de Abres (Santiago),2706103
A Mariña Oriental,27,Trabada,27061,Sante (San Xiao),2706104
A Mariña Oriental,27,Trabada,27061,Trabada (Santa María),2706105
A Mariña Oriental,27,Trabada,27061,Vidal (San Mateo),2706106
A Mariña Oriental,27,Trabada,27061,Vilaformán (San Xoán),2706107
A Mariña Oriental,27,Trabada,27061,Vilapena (Santiago),2706108
Valdeorras,32,A Rúa,32072,Roblido (San Xoán),3207201
Valdeorras,32,A Rúa,32072,A Rúa de Valdeorras (Santo Estevo),3207202
Valdeorras,32,A Rúa,32072,San Xulián (San Xulián),3207203
Valdeorras,32,A Veiga,32083,Baños (San Fiz),3208301
Valdeorras,32,A Veiga,32083,Candeda (San Miguel),3208302
Valdeorras,32,A Veiga,32083,Carracedo (San Miguel),3208303
Valdeorras,32,A Veiga,32083,Casdenodres (San Salvador),3208304
Valdeorras,32,A Veiga,32083,Castromao (Santa María),3208305
Valdeorras,32,A Veiga,32083,Castromarigo (San Miguel),3208306
Valdeorras,32,A Veiga,32083,Corexido (Santo Estevo),3208307
Valdeorras,32,A Veiga,32083,Corzos (Santiago),3208308
Valdeorras,32,A Veiga,32083,Curra (San Miguel),3208309
Valdeorras,32,A Veiga,32083,Hedreira (Santa Comba),3208310
Valdeorras,32,A Veiga,32083,Espiño (San Vicenzo),3208311
Valdeorras,32,A Veiga,32083,Xares (Santa María),3208312
Valdeorras,32,A Veiga,32083,Lamalonga (Santa María),3208313
Valdeorras,32,A Veiga,32083,Meda (Santa María),3208314
Valdeorras,32,A Veiga,32083,Meixide (Santa María),3208315
Valdeorras,32,A Veiga,32083,Prada (Santo André),3208316
Valdeorras,32,A Veiga,32083,Prado (Santo Estevo),3208317
Valdeorras,32,A Veiga,32083,Pradolongo (San Pedro),3208318
Valdeorras,32,A Veiga,32083,A Ponte (Santa María Madanela),3208319
Valdeorras,32,A Veiga,32083,Requeixo (Santo André),3208320
Valdeorras,32,A Veiga,32083,Riomao (San Tomé),3208321
Valdeorras,32,A Veiga,32083,San Fiz (Santa Catalina),3208322
Valdeorras,32,A Veiga,32083,San Lourenzo (San Lourenzo),3208323
Valdeorras,32,A Veiga,32083,Santa Cristina (San Tirso),3208324
Valdeorras,32,A Veiga,32083,Seoane (San Xoán),3208325
Valdeorras,32,A Veiga,32083,Valdín (Santa María),3208326
Valdeorras,32,A Veiga,32083,A Veiga (Santa María),3208327
Valdeorras,32,A Veiga,32083,Vilaboa (Santa Lucía),3208328
Valdeorras,32,A Veiga,32083,Vilanova (San Pedro),3208329
Valdeorras,32,Carballeda de Valdeorras,32017,Candeda (San Bernabeu),3201701
Valdeorras,32,Carballeda de Valdeorras,32017,Carballeda (San Vicenzo),3201702
Valdeorras,32,Carballeda de Valdeorras,32017,Casaio (Santa María),3201703
Valdeorras,32,Carballeda de Valdeorras,32017,Casoio (San Xulián),3201704
Valdeorras,32,Carballeda de Valdeorras,32017,Domiz (San Bernabeu),3201705
Valdeorras,32,Carballeda de Valdeorras,32017,Lardeira (San Tirso),3201706
Valdeorras,32,Carballeda de Valdeorras,32017,A Portela do Trigal (Santa Ana),3201707
Valdeorras,32,Carballeda de Valdeorras,32017,Pumares (San Martiño),3201708
Valdeorras,32,Carballeda de Valdeorras,32017,Pusmazán (San Mateo),3201709
Valdeorras,32,Carballeda de Valdeorras,32017,Riodolas (Santa María),3201710
Valdeorras,32,Carballeda de Valdeorras,32017,Robledo (Santa María),3201711
Valdeorras,32,Carballeda de Valdeorras,32017,San Xusto (San Xusto),3201712
Valdeorras,32,Carballeda de Valdeorras,32017,Santa Cruz (Santa Cruz),3201713
Valdeorras,32,Carballeda de Valdeorras,32017,Sobradelo (Santa María),3201714
Valdeorras,32,Carballeda de Valdeorras,32017,Soutadoiro (Santa Isabel),3201715
Valdeorras,32,Carballeda de Valdeorras,32017,Vila (Santa María Madanela),3201716
Valdeorras,32,Carballeda de Valdeorras,32017,Viladequinta (San Pedro),3201717
Valdeorras,32,Larouco,32038,Freixido (Sagrado Corazón de Xesús),3203801
Valdeorras,32,Larouco,32038,Larouco (Santa María),3203802
Valdeorras,32,Larouco,32038,Portomourisco (San Víctor),3203803
Valdeorras,32,Larouco,32038,Seadur (Santa Mariña),3203804
Valdeorras,32,O Barco de Valdeorras,32009,Alixo (San Martiño),3200901
Valdeorras,32,O Barco de Valdeorras,32009,O Barco (San Amaro),3200902
Valdeorras,32,O Barco de Valdeorras,32009,O Castro de Valdeorras (Santa María),3200903
Valdeorras,32,O Barco de Valdeorras,32009,Cesures (San Clemente),3200904
Valdeorras,32,O Barco de Valdeorras,32009,Éntoma (San Xoán),3200905
Valdeorras,32,O Barco de Valdeorras,32009,Forcadela e Nogaledo (Santiago),3200906
Valdeorras,32,O Barco de Valdeorras,32009,Xagoaza (San Miguel),3200907
Valdeorras,32,O Barco de Valdeorras,32009,Millarouso e Santurxo (A Concepción),3200908
Valdeorras,32,O Barco de Valdeorras,32009,A Proba (Santa María),3200909
Valdeorras,32,O Barco de Valdeorras,32009,Santa Mariña do Monte (Santa Mariña),3200911
Valdeorras,32,O Barco de Valdeorras,32009,Santigoso (San Miguel),3200912
Valdeorras,32,O Barco de Valdeorras,32009,Vilanova de Valdeorras (Santa María),3200913
Valdeorras,32,O Barco de Valdeorras,32009,Coedo (Santo Antonio),3200914
Valdeorras,32,O Barco de Valdeorras,32009,Viloira (San Martiño),3200915
Valdeorras,32,O Bolo,32015,O Bolo (Santa María),3201501
Valdeorras,32,O Bolo,32015,Buxán (Santa María),3201502
Valdeorras,32,O Bolo,32015,Cambela (Santa María),3201503
Valdeorras,32,O Bolo,32015,Celavente (San Xoán),3201504
Valdeorras,32,O Bolo,32015,Chandoiro (San Ramón),3201505
Valdeorras,32,O Bolo,32015,Chao de Castro (San Martiño),3201506
Valdeorras,32,O Bolo,32015,Fornelos (San Bartolomeu),3201507
Valdeorras,32,O Bolo,32015,As Ermidas (Santa María),3201508
Valdeorras,32,O Bolo,32015,Xava (San Salvador),3201509
Valdeorras,32,O Bolo,32015,Lentellais (San Simón),3201510
Valdeorras,32,O Bolo,32015,Paradela (San Sebastián),3201511
Valdeorras,32,O Bolo,32015,San Martiño (San Martiño),3201512
Valdeorras,32,O Bolo,32015,Santa Cruz (Santa Cruz),3201513
Valdeorras,32,O Bolo,32015,O Seixo (Santo Anxo),3201514
Valdeorras,32,O Bolo,32015,Teixido (San Marcos),3201515
Valdeorras,32,O Bolo,32015,Tuxe (San Pedro),3201516
Valdeorras,32,O Bolo,32015,Valdanta (Santa María),3201517
Valdeorras,32,O Bolo,32015,Vilaseco (San Donato),3201518
Valdeorras,32,Petín,32060,Freixido (Sagrado Corazón de Xesús),3206001
Valdeorras,32,Petín,32060,Mones (San Miguel),3206002
Valdeorras,32,Petín,32060,Santa María de Mones (Santa María),3206003
Valdeorras,32,Petín,32060,Santoalla do Monte (Santa Oalla),3206004
Valdeorras,32,Petín,32060,Petín (Santiago),3206005
Valdeorras,32,Petín,32060,Portomourisco (San Víctor),3206006
Valdeorras,32,Rubiá,32073,O Barrio de Cascallá (Nosa Señora da Asunción),3207301
Valdeorras,32,Rubiá,32073,Biobra (San Miguel),3207302
Valdeorras,32,Rubiá,32073,Covas (San Salvador),3207303
Valdeorras,32,Rubiá,32073,Oulego (San Miguel),3207304
Valdeorras,32,Rubiá,32073,Pardollán (Santo Estevo),3207305
Valdeorras,32,Rubiá,32073,O Porto (San Cristovo),3207306
Valdeorras,32,Rubiá,32073,Quereño (San Cristovo),3207307
Valdeorras,32,Rubiá,32073,O Robledo da Lastra (Nosa Señora da Concepción),3207308
Valdeorras,32,Rubiá,32073,Rubiá (Santa Mariña),3207309
Valdeorras,32,Rubiá,32073,A Veiga de Cascallá (Santa Cruz),3207310
Valdeorras,32,Vilamartín de Valdeorras,32088,Arcos (San Lourenzo),3208801
Valdeorras,32,Vilamartín de Valdeorras,32088,Arnado (San Clemente),3208802
Valdeorras,32,Vilamartín de Valdeorras,32088,Cernego (San Víctor),3208803
Valdeorras,32,Vilamartín de Valdeorras,32088,Córgomo (Santa Comba),3208804
Valdeorras,32,Vilamartín de Valdeorras,32088,Correxais (San Pedro),3208805
Valdeorras,32,Vilamartín de Valdeorras,32088,San Vicente de Leira (San Vicente),3208806
Valdeorras,32,Vilamartín de Valdeorras,32088,O Mazo (Santo Antonio),3208807
Valdeorras,32,Vilamartín de Valdeorras,32088,A Portela (San Xulián),3208808
Valdeorras,32,Vilamartín de Valdeorras,32088,San Miguel do Outeiro (Santo Antonio),3208809
Valdeorras,32,Vilamartín de Valdeorras,32088,Valencia do Sil (San Bernabé),3208810
Valdeorras,32,Vilamartín de Valdeorras,32088,Vilamartín de Valdeorras (San Xurxo),3208811
Terra De Caldelas,32,A Teixeira,32080,A Abeleda (Santa María),3208001
Terra De Caldelas,32,A Teixeira,32080,Boazo (Santa María),3208002
Terra De Caldelas,32,A Teixeira,32080,Cristosende (Santa María),3208003
Terra De Caldelas,32,A Teixeira,32080,Fontao (San Bartolomeu),3208004
Terra De Caldelas,32,A Teixeira,32080,Lumeares (San Salvador),3208005
Terra De Caldelas,32,A Teixeira,32080,Montoedo (Santa Mariña),3208006
Terra De Caldelas,32,A Teixeira,32080,Pedrafita (San Martiño),3208007
Terra De Caldelas,32,A Teixeira,32080,Sistín (Santa María),3208008
Terra De Caldelas,32,Castro Caldelas,32023,Alais (San Pedro),3202301
Terra De Caldelas,32,Castro Caldelas,32023,Camba (San Xoán),3202303
Terra De Caldelas,32,Castro Caldelas,32023,Castro Caldelas (San Sebastián),3202304
Terra De Caldelas,32,Castro Caldelas,32023,Folgoso (Santiago),3202305
Terra De Caldelas,32,Castro Caldelas,32023,Mazaira (Santa María),3202306
Terra De Caldelas,32,Castro Caldelas,32023,Paradela (San Vicenzo),3202307
Terra De Caldelas,32,Castro Caldelas,32023,Pedrouzos (San Mamede),3202308
Terra De Caldelas,32,Castro Caldelas,32023,Poboeiros (San Xoán),3202309
Terra De Caldelas,32,Castro Caldelas,32023,Trabazos (Santa Olaia),3202311
Terra De Caldelas,32,Castro Caldelas,32023,Sas de Penelas (San Fiz),3202313
Terra De Caldelas,32,Castro Caldelas,32023,Tronceda (Santiago),3202314
Terra De Caldelas,32,Castro Caldelas,32023,Vimieiro (San Xoán),3202316
Terra De Caldelas,32,Castro Caldelas,32023,O Burgo (San Pedro),3202302
Terra De Caldelas,32,Castro Caldelas,32023,San Paio de Abeleda (San Paio),3202310
Terra De Caldelas,32,Castro Caldelas,32023,Santa Tegra de Abeleda (Santa Tegra),3202312
Terra De Caldelas,32,Castro Caldelas,32023,Vilamaior de Caldelas (Santa María),3202315
Terra De Caldelas,32,Montederramo,32049,Os Abeledos (San Vicente),3204901
Terra De Caldelas,32,Montederramo,32049,Covas (San Xoán),3204902
Terra De Caldelas,32,Montederramo,32049,As Chás (San Xoán),3204903
Terra De Caldelas,32,Montederramo,32049,Gabín (San Pedro),3204904
Terra De Caldelas,32,Montederramo,32049,Marrubio (Santo André),3204905
Terra De Caldelas,32,Montederramo,32049,A Medorra (Santiago),3204906
Terra De Caldelas,32,Montederramo,32049,San Cosme de Montederramo (San Cosme),3204907
Terra De Caldelas,32,Montederramo,32049,Nogueira (Santa María),3204908
Terra De Caldelas,32,Montederramo,32049,Paredes (Santa María),3204909
Terra De Caldelas,32,Montederramo,32049,Sas do Monte (San Pedro),3204910
Terra De Caldelas,32,Montederramo,32049,Seoane Vello (San Xoán),3204911
Terra De Caldelas,32,Montederramo,32049,Vilariño Frío (Santa María),3204912
Terra De Caldelas,32,Montederramo,32049,Montederramo (Santa María),3204913
Terra De Caldelas,32,Parada de Sil,32057,Caxide (Santa Cristina),3205701
Terra De Caldelas,32,Parada de Sil,32057,Chandrexa (Santa María),3205702
Terra De Caldelas,32,Parada de Sil,32057,A Hedrada (Santiago),3205703
Terra De Caldelas,32,Parada de Sil,32057,Forcas (San Mamede),3205704
Terra De Caldelas,32,Parada de Sil,32057,Parada de Sil (Santa Mariña),3205705
Terra De Caldelas,32,Parada de Sil,32057,As Paradellas (Santa María),3205706
Terra De Caldelas,32,Parada de Sil,32057,Pradomao (San Xiao),3205707
Terra De Caldelas,32,Parada de Sil,32057,Sacardebois (San Martiño),3205708
Terra De Caldelas,32,Parada de Sil,32057,San Lourenzo de Barxacova (San Lourenzo),3205709
Deza,36,Agolada,36020,Artoño (Santalla),3602002
Deza,36,Agolada,36020,A Baíña (San Pedro),3602003
Deza,36,Agolada,36020,San Paio de Bais (San Paio),3602004
Deza,36,Agolada,36020,Berredo (Santa María),3602007
Deza,36,Agolada,36020,Brocos (San Miguel),3602010
Deza,36,Agolada,36020,Carmoega (San Pedro),3602011
Deza,36,Agolada,36020,Eidián (Santiago),3602012
Deza,36,Agolada,36020,Gurgueiro (San Miguel),3602015
Deza,36,Agolada,36020,Órrea (Santo André),3602017
Deza,36,Agolada,36020,Ramil (San Martiño),3602018
Deza,36,Agolada,36020,Santa Comba (San Xoán),3602019
Deza,36,Agolada,36020,O Sexo (Santiago),3602020
Deza,36,Agolada,36020,Sesto (San Cibrao),3602021
Deza,36,Agolada,36020,As Trabancas (San Mamede),3602022
Deza,36,Agolada,36020,Val de Sangorza (Santa María),3602023
Deza,36,Agolada,36020,Ventosa (San Xulián),3602024
Deza,36,Agolada,36020,Basadre (Santa María),3602006
Deza,36,Agolada,36020,Borraxeiros (San Cristovo),3602008
Deza,36,Agolada,36020,Esperante (San Cibrao),3602013
Deza,36,Agolada,36020,Ferreiroa (San Pedro),3602014
Deza,36,Agolada,36020,Merlín (San Pedro),3602016
Deza,36,Agolada,36020,Vilariño (Santa María),3602025
Deza,36,Agolada,36020,Agra (San Miguel),3602001
Deza,36,Agolada,36020,Brántega (San Lourenzo),3602009
Deza,36,Dozón,36016,Dozón (Santa María),3601601
Deza,36,Dozón,36016,O Castro (San Salvador),3601602
Deza,36,Dozón,36016,As Maceiras (San Remixio),3601603
Deza,36,Dozón,36016,Saa (Santiago),3601604
Deza,36,Dozón,36016,Sanguiñedo (Santa María),3601605
Deza,36,Dozón,36016,O Sisto (San Xoán),3601606
Deza,36,Dozón,36016,Bidueiros (Santa María),3601607
Deza,36,Dozón,36016,Vilarello (Santo André),3601608
Deza,36,Lalín,36024,Albarellos (Santa María),3602401
Deza,36,Lalín,36024,Alemparte (Santa María),3602402
Deza,36,Lalín,36024,Anseán (Santiago),3602403
Deza,36,Lalín,36024,Anzo (San Xoán),3602404
Deza,36,Lalín,36024,Bermés (Santa María),3602407
Deza,36,Lalín,36024,Botos (San Xoán),3602408
Deza,36,Lalín,36024,Busto (San Facundo),3602409
Deza,36,Lalín,36024,Cadrón (Santo Estevo),3602410
Deza,36,Lalín,36024,Camposancos (San Cristovo),3602411
Deza,36,Lalín,36024,Cangas (Santa Mariña),3602412
Deza,36,Lalín,36024,Castro de Cabras (San Pedro),3602413
Deza,36,Lalín,36024,Catasós (Santiago),3602414
Deza,36,Lalín,36024,Sello (Santiago),3602442
Deza,36,Lalín,36024,Cercio (Santiago),3602416
Deza,36,Lalín,36024,Cristimil (San Xurxo),3602417
Deza,36,Lalín,36024,Doade (San Pedro),3602418
Deza,36,Lalín,36024,Donramiro (Santa María),3602419
Deza,36,Lalín,36024,Donsión (Santa Baia),3602420
Deza,36,Lalín,36024,Galegos (San Miguel),3602422
Deza,36,Lalín,36024,A Xesta (San Fiz),3602423
Deza,36,Lalín,36024,Goiás (San Miguel),3602424
Deza,36,Lalín,36024,Gresande (Santiago),3602425
Deza,36,Lalín,36024,Xaxán (Santa María da Saleta),3602426
Deza,36,Lalín,36024,Lebozán (Santiago),3602428
Deza,36,Lalín,36024,Lodeiro (San Paio),3602429
Deza,36,Lalín,36024,Losón (Santa Baia),3602430
Deza,36,Lalín,36024,Maceira (San Martiño),3602431
Deza,36,Lalín,36024,Madriñán (Santo Adrao),3602432
Deza,36,Lalín,36024,Méixome (Santiago),3602433
Deza,36,Lalín,36024,Moneixas (Santo Adrao),3602434
